member_id,full_name,nationality,gender,date_of_birth,age,height_cm,weight_kg,address,emergency_contact,join_date,subscription_plan,plan_duration_months,amount_paid,payment_method,renewal_date,subscription_end_date,membership_status,trainer_type
1286,Roger Houston Jr.,Nigerian,Male,1972-01-15,53,171,79,"GRA, Ilorin",(938)565-2065,2025-09-26,Individual (1 Month),1,18000,POS,2025-10-26,2025-10-19,Active,Personal
1287,Curtis Powell,Nigerian,Male,2005-08-30,20,194,96,"GRA, Ilorin",0904410926,2025-02-17,Couple (1 Month),1,34000,POS,2025-03-19,2025-03-12,Expired,None
1288,Andrew Mcknight,Nigerian,Male,1989-08-23,36,184,96,"GRA, Ilorin",001-549-720-9716,2025-08-24,1 Year,12,120000,Transfer,2026-08-19,2026-08-12,Active,None
1289,James Kim,Nigerian,Male,1978-02-13,47,162,67,"GRA, Ilorin",001-613-903-4315x5682,2024-10-19,3 Months,3,45000,Transfer,2025-01-17,2025-01-17,Grace,General
1290,Mary Anderson,Nigerian,Female,1974-08-24,51,188,100,"GRA, Ilorin",288-263-3891x398,2025-10-02,Individual (1 Month),1,18000,Transfer,2025-11-01,2025-11-08,Active,General
1291,Lisa Haas,Nigerian,Female,1981-02-23,44,178,116,"GRA, Ilorin",250.849.6247,2024-01-17,Couple (1 Month),1,34000,Transfer,2024-02-16,2024-03-01,Grace,General
1292,Nathan Anderson,Nigerian,Male,1983-01-16,42,193,64,"GRA, Ilorin",492.360.2904,2025-09-24,3 Months,3,45000,Transfer,2025-12-23,2025-12-30,Active,General
1293,Cameron Chavez,Nigerian,Male,2006-07-29,19,169,59,"GRA, Ilorin",594-216-6699x047,2024-01-09,1 Year,12,120000,Transfer,2025-01-03,2025-01-10,Expired,Personal
1294,Michael Mcgee,Nigerian,Male,1970-05-16,55,194,68,"GRA, Ilorin",(251)621-5071,2024-10-18,6 Months,6,75000,POS,2025-04-16,2025-04-23,Expired,General
1295,Elizabeth Martinez,Nigerian,Female,1976-10-04,49,167,116,"GRA, Ilorin",106.785.0364,2024-12-10,Individual (2 Months),2,33000,Transfer,2025-02-08,2025-02-15,Expired,General
1296,Frank Gallegos,Nigerian,Male,1992-10-13,33,164,69,"GRA, Ilorin",127-561-7327x207,2025-03-29,4 People (1 Month),1,58000,Transfer,2025-04-28,2025-05-05,Expired,General
1297,Michael Roberts,Nigerian,Male,1992-01-16,33,161,113,"GRA, Ilorin",(749)118-1104x3763,2024-12-04,6 Months,6,75000,Transfer,2025-06-02,2025-06-16,Active,None
1298,Theresa Luna,Nigerian,Female,1967-02-18,58,192,93,"GRA, Ilorin",2318264076,2024-09-20,Couple (1 Month),1,34000,Transfer,2024-10-20,2024-10-20,Expired,None
1299,Gabriela Diaz,Nigerian,Female,1997-11-16,28,160,116,"GRA, Ilorin",040.583.7232,2024-03-26,4 People (1 Month),1,58000,Transfer,2024-04-25,2024-05-02,Grace,Personal
1300,Alex Beck,Nigerian,Male,1998-09-20,27,153,113,"GRA, Ilorin",662.113.0764x70443,2025-04-13,3 Months,3,45000,POS,2025-07-12,2025-07-12,Active,General
1301,Jody Jackson,Nigerian,Female,2003-12-26,22,194,111,"GRA, Ilorin",327-847-7058x05481,2024-11-16,Individual (1 Month),1,18000,Transfer,2024-12-16,2024-12-16,Expired,General
1302,Dwayne Fernandez,Nigerian,Male,1991-07-21,34,152,60,"GRA, Ilorin",653-469-6067,2024-03-09,4 People (1 Month),1,58000,POS,2024-04-08,2024-04-22,Expired,None
1303,Nathaniel Hardy,Chinese,Male,1975-09-25,50,172,103,"GRA, Ilorin",041.198.4719x2679,2025-04-13,6 Months,6,75000,POS,2025-10-10,2025-10-10,Active,General
1304,Kevin Kelly,Nigerian,Male,1978-04-21,47,191,89,"GRA, Ilorin",289.443.5353x32527,2024-12-13,Individual (2 Months),2,33000,Transfer,2025-02-11,2025-02-25,Grace,None
1305,Corey Ruiz,Nigerian,Male,1970-05-30,55,173,57,"GRA, Ilorin",2764594411,2025-10-24,1 Year,12,120000,Transfer,2026-10-19,2026-10-12,Active,None
1306,Maxwell Nichols,Nigerian,Male,1970-10-02,55,174,68,"GRA, Ilorin",+1-910-721-4637x8939,2025-07-29,Couple (1 Month),1,34000,POS,2025-08-28,2025-08-28,Active,None
1307,Kevin White,Nigerian,Male,2002-09-12,23,152,83,"GRA, Ilorin",888-596-9108x73523,2024-10-12,Individual (1 Month),1,18000,POS,2024-11-11,2024-11-11,Expired,None
1308,Darlene King,Nigerian,Female,2005-10-13,20,161,96,"GRA, Ilorin",(033)905-9497x3066,2025-06-26,6 Months,6,75000,Transfer,2025-12-23,2025-12-23,Active,None
1309,Brian Peterson,Nigerian,Male,1991-11-08,34,154,65,"GRA, Ilorin",740-001-7597x715,2024-11-14,Individual (2 Months),2,33000,POS,2025-01-13,2025-01-27,Grace,General
1310,Eric King,Nigerian,Male,1986-02-03,39,164,92,"GRA, Ilorin",+1-508-372-4114x21304,2024-03-12,3 Months,3,45000,POS,2024-06-10,2024-06-03,Grace,General
1311,Tina Jackson,Nigerian,Female,1986-07-14,39,175,72,"GRA, Ilorin",431.382.1701,2025-05-10,1 Year,12,120000,Transfer,2026-05-05,2026-05-12,Active,General
1312,Phillip Cisneros,Nigerian,Male,1974-10-01,51,162,82,"GRA, Ilorin",(293)485-3804,2024-04-24,6 Months,6,75000,Transfer,2024-10-21,2024-10-14,Grace,General
1313,Michelle Wilson,Nigerian,Female,1983-09-24,42,189,99,"GRA, Ilorin",457-389-0235x52068,2024-05-31,Individual (1 Month),1,18000,Transfer,2024-06-30,2024-06-30,Grace,General
1314,Michael Byrd,Nigerian,Male,1969-11-28,56,152,110,"GRA, Ilorin",606-752-8178,2024-09-12,Couple (1 Month),1,34000,POS,2024-10-12,2024-10-26,Grace,Personal
1315,Austin Moreno,Nigerian,Male,1996-02-11,29,162,87,"GRA, Ilorin",(051)341-7997,2024-08-17,Individual (1 Month),1,18000,Transfer,2024-09-16,2024-09-16,Expired,None
1316,Nicole Rojas,Nigerian,Female,2007-03-20,18,189,113,"GRA, Ilorin",+1-824-708-5872,2024-07-07,Individual (1 Month),1,18000,POS,2024-08-06,2024-08-06,Grace,None
1317,Heidi Russell,Nigerian,Female,1978-06-09,47,192,99,"GRA, Ilorin",001-451-252-5411x401,2024-02-02,1 Year,12,120000,Transfer,2025-01-27,2025-02-10,Expired,Personal
1318,Jose Copeland,Lebanese,Male,1998-09-12,27,176,92,"GRA, Ilorin",+1-355-125-5316x9400,2025-10-21,4 People (1 Month),1,58000,Transfer,2025-11-20,2025-11-13,Active,General
1319,Jessica Underwood,Nigerian,Female,1980-07-11,45,194,112,"GRA, Ilorin",194-005-0517x8416,2025-05-24,3 Months,3,45000,Transfer,2025-08-22,2025-09-05,Active,General
1320,Meghan Tran,Nigerian,Female,1972-08-16,53,191,64,"GRA, Ilorin",(580)025-7658x619,2025-05-02,Individual (2 Months),2,33000,POS,2025-07-01,2025-07-08,Active,None
1321,Mark Aguilar,Nigerian,Male,1999-01-20,26,188,85,"GRA, Ilorin",120.375.1558x698,2024-05-03,Individual (1 Month),1,18000,POS,2024-06-02,2024-06-09,Expired,General
1322,Kyle Kelley,Chinese,Male,1973-08-11,52,162,66,"GRA, Ilorin",6750906857,2025-08-11,3 Months,3,45000,Transfer,2025-11-09,2025-11-09,Active,General
1323,Cameron Wise,Nigerian,Male,1977-10-19,48,176,71,"GRA, Ilorin",001-514-135-0152x192,2025-03-29,Individual (2 Months),2,33000,POS,2025-05-28,2025-06-04,Active,General
1324,Edward Nash,Nigerian,Male,1983-08-04,42,173,89,"GRA, Ilorin",264-592-6462x5326,2025-08-13,4 People (1 Month),1,58000,POS,2025-09-12,2025-09-12,Active,General
1325,Timothy Alvarez,Nigerian,Male,1985-12-14,40,156,117,"GRA, Ilorin",001-358-862-0583x8542,2025-07-06,4 People (1 Month),1,58000,Transfer,2025-08-05,2025-08-19,Active,General
1326,Aaron Nelson,Nigerian,Male,1980-10-07,45,186,76,"GRA, Ilorin",001-983-857-8193,2024-06-20,3 Months,3,45000,Transfer,2024-09-18,2024-10-02,Grace,None
1327,Christopher Sheppard,Nigerian,Male,1985-06-10,40,153,118,"GRA, Ilorin",226-550-3570x240,2025-05-01,6 Months,6,75000,POS,2025-10-28,2025-11-04,Active,Personal
1328,Jason Aguilar,Chinese,Male,1994-02-13,31,159,119,"GRA, Ilorin",261.435.3592,2024-08-26,Individual (1 Month),1,18000,POS,2024-09-25,2024-09-25,Expired,General
1329,Joseph Rasmussen,Chinese,Male,1975-02-06,50,167,104,"GRA, Ilorin",+1-967-887-7380x059,2025-02-25,1 Year,12,120000,POS,2026-02-20,2026-02-20,Active,None
1330,Dylan Thompson,Nigerian,Male,1996-06-09,29,161,90,"GRA, Ilorin",001-122-429-6018x17563,2024-11-03,6 Months,6,75000,Transfer,2025-05-02,2025-04-25,Grace,Personal
1331,Eric Mitchell,Nigerian,Male,1972-07-27,53,161,61,"GRA, Ilorin",748-754-9615x64021,2024-12-13,6 Months,6,75000,POS,2025-06-11,2025-06-25,Active,General
1332,Kristy Cooper,Nigerian,Female,1969-03-20,56,164,86,"GRA, Ilorin",(327)121-2875,2024-02-02,3 Months,3,45000,Transfer,2024-05-02,2024-05-02,Expired,None
1333,Joshua Holden,Nigerian,Male,2001-07-08,24,175,100,"GRA, Ilorin",5269256946,2024-03-03,4 People (1 Month),1,58000,Transfer,2024-04-02,2024-04-02,Expired,General
1334,Regina Johnson,Nigerian,Female,1971-03-01,54,184,67,"GRA, Ilorin",(585)333-3288x35695,2025-05-29,Couple (1 Month),1,34000,POS,2025-06-28,2025-06-21,Active,None
1335,James Singleton,Nigerian,Male,1975-06-18,50,178,83,"GRA, Ilorin",+1-332-046-5064x737,2025-04-03,Individual (1 Month),1,18000,POS,2025-05-03,2025-04-26,Grace,General
1336,Terri Lewis,Nigerian,Female,1979-12-30,46,163,76,"GRA, Ilorin",+1-679-100-7484x466,2024-11-13,Individual (2 Months),2,33000,Transfer,2025-01-12,2025-01-12,Grace,General
1337,Ashley Garcia,Nigerian,Female,1992-09-12,33,193,110,"GRA, Ilorin",+1-661-348-9168x543,2024-03-29,3 Months,3,45000,Transfer,2024-06-27,2024-06-20,Grace,General
1338,Karen Campbell,Nigerian,Female,2007-01-11,18,165,113,"GRA, Ilorin",+1-546-721-4182x6628,2024-12-18,Individual (1 Month),1,18000,Transfer,2025-01-17,2025-01-17,Expired,None
1339,Nancy Robertson,Chinese,Female,1972-03-12,53,154,57,"GRA, Ilorin",618.612.2207x5675,2025-11-02,6 Months,6,75000,Transfer,2026-05-01,2026-05-08,Active,General
1340,Jeffery Mcbride,Nigerian,Male,1981-08-04,44,187,69,"GRA, Ilorin",001-104-396-1866x88068,2025-09-23,3 Months,3,45000,Transfer,2025-12-22,2026-01-05,Active,Personal
1341,James Moore,Nigerian,Male,1993-02-11,32,174,78,"GRA, Ilorin",+1-849-048-9328,2024-08-13,Individual (1 Month),1,18000,Transfer,2024-09-12,2024-09-05,Expired,General
1342,Diane Wilson,Nigerian,Female,1994-03-28,31,165,81,"GRA, Ilorin",(133)955-3074,2025-01-05,Individual (2 Months),2,33000,Transfer,2025-03-06,2025-03-13,Grace,None
1343,David Bradley,Nigerian,Male,1988-01-02,37,166,107,"GRA, Ilorin",(721)776-8467x045,2024-12-02,4 People (1 Month),1,58000,Transfer,2025-01-01,2025-01-01,Grace,General
1344,Willie Dorsey,Nigerian,Male,1971-09-25,54,156,57,"GRA, Ilorin",822-868-5445x22639,2025-01-09,1 Year,12,120000,Transfer,2026-01-04,2026-01-18,Active,None
1345,Michael Bridges,Nigerian,Male,2006-12-10,19,173,114,"GRA, Ilorin",+1-660-225-2675x89005,2024-04-13,Individual (2 Months),2,33000,Transfer,2024-06-12,2024-06-05,Grace,None
1346,David Weaver,Nigerian,Male,1993-03-14,32,164,79,"GRA, Ilorin",9245515088,2024-10-10,Individual (1 Month),1,18000,POS,2024-11-09,2024-11-09,Grace,General
1347,Richard Doyle,Nigerian,Male,1991-09-09,34,193,63,"GRA, Ilorin",9146611042,2024-09-10,Individual (1 Month),1,18000,Transfer,2024-10-10,2024-10-24,Expired,General
1348,William Pierce,Nigerian,Male,1978-11-16,47,171,56,"GRA, Ilorin",001-473-989-5120x64000,2024-05-26,6 Months,6,75000,Transfer,2024-11-22,2024-11-15,Grace,None
1349,Jacob Hill,Nigerian,Male,1999-04-28,26,162,75,"GRA, Ilorin",605-570-8225x26353,2024-10-15,Individual (1 Month),1,18000,Transfer,2024-11-14,2024-11-28,Grace,General
1350,Nicholas Gomez,Nigerian,Male,2004-04-17,21,180,92,"GRA, Ilorin",(456)896-1162x597,2024-06-13,4 People (1 Month),1,58000,POS,2024-07-13,2024-07-20,Expired,General
1351,Shane Taylor,Chinese,Male,1969-07-20,56,182,95,"GRA, Ilorin",+1-588-662-2916x231,2024-07-09,1 Year,12,120000,Transfer,2025-07-04,2025-07-11,Active,General
1352,Roger Lopez,Nigerian,Male,1985-02-18,40,173,95,"GRA, Ilorin",660-360-2193x4552,2024-06-09,3 Months,3,45000,Transfer,2024-09-07,2024-09-14,Expired,General
1353,Jasmine Castillo,Nigerian,Female,1991-12-12,34,181,108,"GRA, Ilorin",(444)190-3859,2024-09-30,3 Months,3,45000,Transfer,2024-12-29,2025-01-05,Expired,Personal
1354,Jessica Peterson,Chinese,Female,2000-08-06,25,159,94,"GRA, Ilorin",280.480.4338x729,2024-10-12,4 People (1 Month),1,58000,POS,2024-11-11,2024-11-11,Expired,General
1355,Matthew Leonard,Lebanese,Male,1986-01-13,39,151,87,"GRA, Ilorin",319.445.8623,2025-04-06,Individual (1 Month),1,18000,POS,2025-05-06,2025-04-29,Grace,None
1356,Todd Blake,Nigerian,Male,1965-10-29,60,162,80,"GRA, Ilorin",845-005-0242x903,2025-07-28,Couple (1 Month),1,34000,Transfer,2025-08-27,2025-09-10,Active,General
1357,Jeremiah Vaughan,Nigerian,Male,1997-08-28,28,188,100,"GRA, Ilorin",7473174445,2025-02-11,6 Months,6,75000,POS,2025-08-10,2025-08-03,Active,Personal
1358,Kristine Ramos,Nigerian,Female,1981-08-30,44,191,98,"GRA, Ilorin",+1-905-315-0907,2025-10-17,Individual (1 Month),1,18000,POS,2025-11-16,2025-11-30,Active,General
1359,Benjamin Clark,Nigerian,Male,1986-09-04,39,152,60,"GRA, Ilorin",(782)568-2415,2025-10-09,1 Year,12,120000,Transfer,2026-10-04,2026-10-18,Active,General
1360,Alexander Taylor,Nigerian,Male,1975-12-22,50,180,86,"GRA, Ilorin",914.121.1044x10191,2024-04-28,3 Months,3,45000,Transfer,2024-07-27,2024-07-20,Grace,General
1361,Michelle Bolton,Nigerian,Female,1988-12-15,37,157,104,"GRA, Ilorin",(801)323-0277x946,2024-02-15,3 Months,3,45000,Transfer,2024-05-15,2024-05-29,Expired,Personal
1362,Madison Johnson,Nigerian,Female,1981-02-18,44,156,58,"GRA, Ilorin",001-111-500-7218x4923,2025-03-21,Individual (2 Months),2,33000,POS,2025-05-20,2025-05-13,Grace,General
1363,April Ramirez,Nigerian,Female,2001-12-26,24,152,95,"GRA, Ilorin",+1-351-381-8365x139,2025-02-27,4 People (1 Month),1,58000,POS,2025-03-29,2025-03-29,Grace,General
1364,Christopher Wise,Nigerian,Male,2005-08-05,20,167,66,"GRA, Ilorin",001-488-078-8875x007,2025-03-02,6 Months,6,75000,POS,2025-08-29,2025-09-12,Active,General
1365,Harold Branch,Nigerian,Male,1992-03-12,33,194,73,"GRA, Ilorin",001-912-811-7598x8183,2024-12-25,Individual (2 Months),2,33000,Transfer,2025-02-23,2025-03-02,Expired,None
1366,Victor Hunter,Lebanese,Male,1972-02-23,53,157,107,"GRA, Ilorin",969-633-6506x575,2025-07-02,4 People (1 Month),1,58000,Transfer,2025-08-01,2025-08-15,Active,Personal
1367,William Young,Nigerian,Male,1983-03-27,42,167,72,"GRA, Ilorin",392-120-0518x63825,2025-07-25,Individual (2 Months),2,33000,Transfer,2025-09-23,2025-09-30,Active,Personal
1368,Michael George,Nigerian,Male,1975-03-14,50,190,113,"GRA, Ilorin",+1-676-473-0389x478,2025-05-16,Couple (1 Month),1,34000,POS,2025-06-15,2025-06-08,Active,Personal
1369,Daniel Oliver,Nigerian,Male,1975-02-28,50,184,115,"GRA, Ilorin",071-533-1658x08986,2024-11-12,Individual (2 Months),2,33000,Transfer,2025-01-11,2025-01-18,Grace,General
1370,Dustin Dominguez,Lebanese,Male,1988-04-13,37,182,61,"GRA, Ilorin",368-389-4890x790,2024-06-12,Individual (1 Month),1,18000,POS,2024-07-12,2024-07-05,Grace,General
1371,Tracy Walker,Nigerian,Female,2001-08-02,24,180,112,"GRA, Ilorin",9879937762,2024-01-11,1 Year,12,120000,Transfer,2025-01-05,2025-01-19,Expired,Personal
1372,Carlos Johnson,Nigerian,Male,1983-07-09,42,153,74,"GRA, Ilorin",(253)293-4011,2025-08-14,Individual (2 Months),2,33000,Transfer,2025-10-13,2025-10-06,Active,General
1373,Daniel Villegas,Nigerian,Male,2006-10-24,19,181,90,"GRA, Ilorin",9522060834,2025-05-11,Couple (1 Month),1,34000,Transfer,2025-06-10,2025-06-17,Active,General
1374,Terry Boyle,Nigerian,Male,1983-03-28,42,185,88,"GRA, Ilorin",+1-961-339-8294,2025-02-24,Individual (2 Months),2,33000,POS,2025-04-25,2025-05-02,Grace,None
1375,Mark Joseph,Nigerian,Male,1982-12-19,43,161,57,"GRA, Ilorin",001-827-045-3362x4879,2024-10-16,Couple (1 Month),1,34000,POS,2024-11-15,2024-11-08,Expired,Personal
1376,Michael Poole,Nigerian,Male,1988-12-05,37,164,80,"GRA, Ilorin",018.086.2340,2025-05-01,1 Year,12,120000,Transfer,2026-04-26,2026-05-10,Active,Personal
1377,Sheila Dawson,Nigerian,Female,1977-10-24,48,172,96,"GRA, Ilorin",001-421-180-5573x0631,2025-11-05,Couple (1 Month),1,34000,POS,2025-12-05,2025-12-19,Active,General
1378,Regina Vazquez,Nigerian,Female,1966-04-13,59,186,92,"GRA, Ilorin",3991417152,2025-11-01,Couple (1 Month),1,34000,POS,2025-12-01,2025-12-01,Active,General
1379,Andrew Santana,Nigerian,Male,2003-11-09,22,163,56,"GRA, Ilorin",+1-087-840-0540x027,2024-09-01,Individual (1 Month),1,18000,Transfer,2024-10-01,2024-10-15,Expired,General
1380,Kevin Soto,Nigerian,Male,1984-12-25,41,174,82,"GRA, Ilorin",342-474-5761,2025-04-06,6 Months,6,75000,POS,2025-10-03,2025-10-10,Active,General
